Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Origin,Dest,delay,Meantemp,Meandewpoint,Meanhumidity,Meansealevelpre,Meanvisibility,Meanwindspeed,Rainfall,Cloudcover,Meantemp_arr,Meandewpoint_arr,Meanhumidity_arr,Meansealevelpre_arr,Meanvisibility_arr,Meanwindspeed_arr,Rainfall_arr,Cloudcover_arr,airport,city,state,country,lat,long,airport_arr,city_arr,state_arr,country_arr,lat_arr,long_arr
2008,7,30,3,1505,1740,WN,-20.0,-2.0,BWI,FLL,0,27.0,21.0,77.0,1012.0,8.0,3.0,T,7.0,29.0,19.0,69.0,1018.0,16.0,8.0,1.52,2.0,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
2008,5,6,2,605,922,XE,18.0,-4.0,COS,IAH,1,15.0,-12.0,44.0,1008.0,16.0,18.0,T,2.0,22.0,16.0,85.0,1017.0,9.0,16.0,0.00,7.0,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,12,3,3,2150,2305,WN,1.0,1.0,SJC,SAN,1,11.0,5.0,81.0,1023.0,9.0,3.0,0.00,5.0,,,,,,,,,San Jose International,San Jose,CA,USA,37.36186194,-121.92900890000001,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,12,26,5,930,1215,AA,6.0,-5.0,ELP,DFW,1,11.0,-7.0,49.0,1012.0,16.0,29.0,T,3.0,23.0,16.0,67.0,1013.0,16.0,35.0,0.00,7.0,El Paso International,El Paso,TX,USA,31.80666667,-106.37780559999999,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,1,27,7,835,1047,9E,12.0,14.0,CAE,DTW,1,7.0,-5.0,54.0,1022.0,14.0,8.0,0.00,0.0,-3.0,-8.0,78.0,1022.0,6.0,8.0,T,7.0,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,11,15,6,545,650,MQ,-9.0,-4.0,LBB,DFW,0,6.0,-11.0,35.0,1033.0,16.0,15.0,0.00,2.0,9.0,-7.0,39.0,1030.0,16.0,29.0,0.00,1.0,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,1,28,1,2225,2315,MQ,0.0,-5.0,LAX,SAN,0,12.0,-2.0,67.0,1022.0,15.0,26.0,2.03,5.0,,,,,,,,,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,5,4,7,2120,2248,US,-10.0,-5.0,DCA,MHT,0,19.0,5.0,63.0,1019.0,15.0,16.0,0.00,2.0,9.0,4.0,90.0,1021.0,9.0,8.0,6.60,7.0,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2008,3,19,3,1032,1159,9E,-15.0,-3.0,DTW,MDT,0,4.0,-4.0,79.0,1011.0,10.0,16.0,6.86,8.0,11.0,3.0,89.0,1019.0,5.0,9.0,17.53,8.0,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
2008,6,27,5,1941,2124,XE,5.0,-2.0,SLC,ABQ,1,24.0,1.0,32.0,1014.0,16.0,7.0,0.00,1.0,24.0,-1.0,28.0,1012.0,16.0,9.0,0.00,6.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
2008,3,11,2,1700,1753,OO,-7.0,-5.0,LAX,SAN,0,19.0,2.0,52.0,1023.0,16.0,9.0,0.00,3.0,,,,,,,,,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,6,10,2,1045,1654,CO,-7.0,-3.0,PDX,IAH,0,11.0,3.0,78.0,1026.0,16.0,16.0,1.02,8.0,27.0,20.0,73.0,1018.0,16.0,14.0,10.92,5.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,4,4,5,810,917,DL,4.0,-6.0,ATL,CLT,1,15.0,7.0,92.0,1019.0,5.0,10.0,24.64,8.0,12.0,4.0,92.0,1022.0,5.0,8.0,20.32,8.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,8,26,2,645,819,OH,-24.0,-10.0,BOS,PHL,0,19.0,7.0,50.0,1018.0,16.0,17.0,0.00,2.0,22.0,6.0,46.0,1019.0,16.0,14.0,0.00,6.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,3,1,6,2100,2210,WN,27.0,29.0,SJC,LAX,1,12.0,3.0,72.0,1026.0,16.0,10.0,0.00,7.0,13.0,9.0,83.0,1022.0,11.0,10.0,T,7.0,San Jose International,San Jose,CA,USA,37.36186194,-121.92900890000001,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,11,22,6,1140,1425,US,-9.0,-1.0,LAS,SEA,0,14.0,-6.0,28.0,1019.0,16.0,4.0,0.00,5.0,7.0,3.0,80.0,1027.0,16.0,11.0,0.00,6.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2008,12,28,7,1725,1850,WN,-13.0,-2.0,ALB,MDW,0,9.0,-4.0,80.0,1016.0,8.0,21.0,0.51,6.0,-2.0,-6.0,87.0,1022.0,16.0,35.0,0.00,4.0,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2008,4,17,4,1930,2049,DL,4.0,-2.0,LGA,BOS,1,15.0,-6.0,45.0,1024.0,16.0,10.0,0.00,0.0,9.0,-6.0,52.0,1024.0,16.0,11.0,0.00,1.0,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
2008,9,12,5,1900,2000,MQ,0.0,-3.0,LAX,SAN,0,19.0,14.0,77.0,1014.0,14.0,8.0,0.00,7.0,,,,,,,,,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,5,13,2,1000,1149,DL,-8.0,-4.0,DCA,ATL,0,16.0,4.0,56.0,1020.0,16.0,13.0,0.00,2.0,17.0,4.0,53.0,1021.0,16.0,8.0,0.00,3.0,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,7,29,2,620,942,F9,5.0,5.0,SAN,DEN,1,,,,,,,,,23.0,2.0,35.0,1013.0,11.0,13.0,0.00,4.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,10,11,6,815,1633,US,-13.0,-4.0,SFO,PHL,0,16.0,-4.0,38.0,1019.0,16.0,24.0,0.00,0.0,18.0,3.0,55.0,1031.0,16.0,7.0,0.00,1.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,2,9,6,1710,2000,B6,-1.0,14.0,PBI,HPN,0,23.0,17.0,77.0,1021.0,14.0,6.0,3.30,4.0,0.0,-5.0,88.0,1018.0,7.0,5.0,1.27,6.0,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444
2008,6,30,1,1635,1835,MQ,54.0,52.0,DFW,CID,1,28.0,12.0,48.0,1022.0,16.0,7.0,0.00,6.0,20.0,8.0,65.0,1019.0,15.0,11.0,0.00,0.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222
2008,3,21,5,1005,1534,NW,-1.0,5.0,LAX,MSP,0,17.0,3.0,57.0,1022.0,16.0,7.0,0.00,1.0,-1.0,-5.0,85.0,1025.0,5.0,17.0,9.14,8.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2008,10,25,6,1430,1545,WN,1.0,-3.0,PHL,PIT,1,16.0,9.0,87.0,1025.0,12.0,21.0,16.00,8.0,8.0,1.0,77.0,1018.0,10.0,10.0,15.75,6.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2008,9,7,7,1410,1430,WN,-9.0,-5.0,SAT,PHX,0,26.0,13.0,61.0,1017.0,16.0,9.0,0.00,1.0,34.0,4.0,23.0,1006.0,16.0,10.0,0.00,4.0,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,8,1,5,1202,1405,YV,0.0,0.0,BDL,CLT,0,25.0,16.0,66.0,1006.0,16.0,8.0,0.00,3.0,28.0,18.0,71.0,1012.0,12.0,7.0,0.00,5.0,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,3,11,2,1835,2019,NW,-14.0,-6.0,BWI,MSP,0,6.0,-2.0,67.0,1024.0,14.0,6.0,T,5.0,4.0,-6.0,57.0,1021.0,16.0,13.0,0.00,4.0,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2008,8,28,4,951,1606,DL,-5.0,-4.0,SLC,DCA,0,21.0,-3.0,33.0,1021.0,16.0,9.0,0.00,0.0,22.0,16.0,72.0,1017.0,14.0,14.0,12.19,8.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
2008,11,26,3,1848,2055,DL,16.0,2.0,ATL,SMF,1,7.0,-6.0,51.0,1023.0,16.0,10.0,0.00,3.0,10.0,7.0,91.0,1016.0,8.0,6.0,1.78,6.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2008,12,30,2,940,1029,HA,17.0,19.0,ITO,HNL,1,,,,,,,,,24.0,18.0,76.0,1016.0,14.0,13.0,1.02,4.0,Hilo International,Hilo,HI,USA,19.72026306,-155.04847030000002,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,9,6,6,1656,1927,AS,2.0,-4.0,SAN,PDX,1,,,,,,,,,21.0,12.0,65.0,1020.0,16.0,11.0,0.00,4.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2008,6,20,5,640,1000,MQ,-14.0,-2.0,DFW,GSP,0,31.0,15.0,52.0,1017.0,16.0,11.0,T,5.0,,,,,,,,,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833
2008,1,23,3,855,1604,DL,-21.0,-8.0,SNA,ATL,0,12.0,2.0,63.0,1019.0,13.0,9.0,18.29,6.0,7.0,1.0,78.0,1022.0,10.0,12.0,0.00,7.0,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.86822250000002,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,12,4,4,1930,2100,AA,-16.0,-4.0,MCO,STL,0,18.0,11.0,70.0,1025.0,16.0,5.0,0.00,5.0,-3.0,-12.0,62.0,1036.0,16.0,16.0,0.00,2.0,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
2008,4,6,7,1659,1909,FL,47.0,37.0,MCO,BWI,1,22.0,16.0,79.0,1017.0,8.0,9.0,53.59,8.0,9.0,2.0,75.0,1024.0,12.0,19.0,7.62,8.0,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
2008,2,28,4,2215,551,NW,-16.0,-1.0,HNL,SEA,0,24.0,16.0,60.0,1021.0,16.0,14.0,0.00,2.0,11.0,5.0,83.0,1025.0,10.0,5.0,0.25,7.0,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001
2008,7,16,3,1850,2057,US,-20.0,-1.0,PVD,CLT,0,26.0,11.0,57.0,1022.0,16.0,10.0,0.00,1.0,24.0,13.0,62.0,1022.0,14.0,12.0,0.00,1.0,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,8,27,3,1430,1710,AA,14.0,11.0,MIA,SFO,1,30.0,22.0,71.0,1014.0,16.0,10.0,0.00,4.0,23.0,9.0,53.0,1012.0,16.0,13.0,0.00,1.0,Miami International,Miami,FL,USA,25.79325,-80.29055556,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,4,6,7,1155,1335,UA,0.0,5.0,BOS,ORD,0,5.0,1.0,85.0,1029.0,11.0,25.0,0.25,8.0,6.0,-6.0,57.0,1018.0,16.0,18.0,0.00,1.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,7,27,7,1520,1950,AA,25.0,36.0,PHX,DFW,1,35.0,9.0,27.0,1012.0,16.0,16.0,0.00,3.0,34.0,8.0,33.0,1013.0,16.0,19.0,0.00,2.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,7,9,3,1925,2115,WN,-13.0,-5.0,BNA,HOU,0,27.0,19.0,76.0,1019.0,11.0,8.0,34.80,7.0,29.0,21.0,70.0,1018.0,15.0,5.0,T,5.0,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
2008,2,24,7,1943,2140,DL,-6.0,1.0,ATL,MIA,0,8.0,-1.0,65.0,1021.0,15.0,8.0,T,4.0,27.0,17.0,67.0,1021.0,16.0,10.0,0.00,5.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Miami International,Miami,FL,USA,25.79325,-80.29055556
2008,1,30,3,815,858,OO,-3.0,-4.0,PDX,RDM,0,4.0,1.0,84.0,1019.0,16.0,27.0,2.29,7.0,-3.0,-10.0,70.0,1018.0,16.0,19.0,T,6.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2008,4,13,7,745,940,MQ,-8.0,-3.0,CMH,BOS,0,6.0,-1.0,78.0,1018.0,16.0,16.0,4.06,8.0,7.0,-7.0,65.0,1009.0,13.0,16.0,0.25,7.0,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
2008,9,18,4,1415,1520,WN,-2.0,0.0,PHX,SAN,0,31.0,7.0,30.0,1013.0,16.0,7.0,0.00,2.0,,,,,,,,,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,1,1,2,1315,1515,YV,15.0,-1.0,ORD,LAN,1,-12.0,-21.0,66.0,1045.0,12.0,26.0,0.00,2.0,-3.0,-7.0,87.0,1021.0,4.0,18.0,4.83,8.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Capital City,Lansing,MI,USA,42.7787,-84.58735806
2008,3,15,6,1535,1825,AA,69.0,83.0,PHL,DFW,1,11.0,2.0,66.0,1009.0,14.0,16.0,1.02,7.0,18.0,-2.0,41.0,1014.0,16.0,24.0,0.00,1.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,8,4,1,1800,1935,AA,17.0,10.0,DFW,SFO,1,33.0,16.0,41.0,1014.0,16.0,9.0,0.00,0.0,14.0,11.0,80.0,1015.0,16.0,23.0,0.00,5.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,5,29,4,602,732,UA,-13.0,-3.0,LAS,SFO,0,23.0,-12.0,21.0,1011.0,16.0,14.0,0.00,0.0,15.0,8.0,68.0,1020.0,16.0,19.0,0.00,5.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,1,14,1,2055,2156,OH,8.0,-2.0,CVG,LAN,1,-3.0,-9.0,80.0,1020.0,9.0,17.0,1.02,8.0,-2.0,-4.0,86.0,1013.0,6.0,24.0,1.27,8.0,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725,Capital City,Lansing,MI,USA,42.7787,-84.58735806
2008,3,7,5,755,1031,CO,-30.0,-6.0,TPA,CLE,0,22.0,17.0,80.0,1014.0,13.0,19.0,29.46,7.0,-2.0,-9.0,76.0,1024.0,4.0,27.0,5.59,8.0,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
2008,7,27,7,1525,1753,XE,-3.0,-2.0,GEG,ONT,0,22.0,4.0,46.0,1012.0,16.0,22.0,0.00,4.0,25.0,13.0,61.0,1016.0,13.0,13.0,0.00,3.0,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,Ontario International,Ontario,CA,USA,34.056,-117.60119440000001
2008,1,14,1,825,945,AA,-10.0,-7.0,DFW,MEM,0,10.0,-5.0,51.0,1030.0,16.0,9.0,0.00,1.0,4.0,-6.0,65.0,1026.0,16.0,6.0,0.00,0.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2008,9,19,5,1400,1500,WN,-6.0,1.0,DAL,HOU,0,22.0,13.0,66.0,1020.0,16.0,8.0,0.00,1.0,24.0,16.0,72.0,1019.0,12.0,7.0,0.51,4.0,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222,William P Hobby,Houston,TX,USA,29.64541861,-95.27888889
2008,1,26,6,1835,1950,MQ,20.0,28.0,DFW,SGF,1,9.0,2.0,72.0,1026.0,7.0,8.0,0.00,7.0,3.0,-6.0,67.0,1024.0,10.0,14.0,0.00,4.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806
2008,3,25,2,1950,2205,B6,8.0,14.0,MCO,IAD,1,13.0,-4.0,56.0,1029.0,16.0,18.0,0.00,1.0,4.0,-9.0,50.0,1029.0,16.0,13.0,0.00,3.0,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972
2008,9,14,7,1855,2133,XE,,,IAH,MKE,0,27.0,18.0,86.0,1016.0,12.0,8.0,0.00,7.0,19.0,13.0,87.0,1012.0,12.0,16.0,20.07,8.0,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2008,1,28,1,1735,1835,WN,6.0,-1.0,IAD,MDW,1,2.0,-7.0,56.0,1023.0,16.0,10.0,0.00,5.0,3.0,-4.0,62.0,1017.0,16.0,23.0,1.02,7.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2008,5,6,2,1120,1235,MQ,108.0,95.0,DFW,CRP,1,23.0,16.0,80.0,1017.0,10.0,20.0,14.22,7.0,27.0,21.0,81.0,1016.0,15.0,25.0,0.00,4.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
2008,5,14,3,1105,1350,WN,-33.0,-5.0,PHL,MCO,0,17.0,4.0,56.0,1020.0,16.0,10.0,T,5.0,22.0,11.0,56.0,1021.0,16.0,17.0,0.00,1.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
2008,9,18,4,1840,2010,XE,14.0,31.0,LEX,IAH,1,20.0,9.0,63.0,1025.0,16.0,7.0,0.00,0.0,23.0,14.0,67.0,1021.0,14.0,10.0,0.00,7.0,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,6,20,5,1030,1050,WN,4.0,4.0,SAT,PHX,1,28.0,18.0,62.0,1018.0,16.0,15.0,0.25,6.0,36.0,-13.0,11.0,1008.0,16.0,8.0,0.00,2.0,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,2,12,2,625,710,MQ,-7.0,-4.0,CHA,ORD,0,10.0,-2.0,71.0,1020.0,14.0,9.0,13.72,5.0,-7.0,-19.0,72.0,1024.0,13.0,13.0,0.00,4.0,Lovell ,Chattanooga,TN,USA,35.03526833,-85.20378778,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,3,11,2,853,950,EV,0.0,-1.0,ATL,GSP,0,11.0,1.0,64.0,1023.0,16.0,8.0,0.00,6.0,,,,,,,,,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833
2008,2,28,4,2050,2055,WN,3.0,5.0,PHX,LAS,1,20.0,-6.0,39.0,1014.0,16.0,7.0,0.00,3.0,17.0,-6.0,30.0,1015.0,16.0,6.0,0.00,4.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,11,3,1,1910,2220,AA,2.0,0.0,DFW,DAY,1,22.0,6.0,54.0,1021.0,16.0,20.0,0.00,1.0,3.0,-6.0,81.0,1034.0,15.0,6.0,0.00,7.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
2008,10,18,6,1609,1923,FL,-19.0,-5.0,DFW,ATL,0,21.0,5.0,51.0,1026.0,16.0,9.0,0.00,0.0,14.0,3.0,67.0,1022.0,15.0,17.0,T,3.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,11,17,1,1315,1325,WN,-7.0,-3.0,PHX,SAN,0,23.0,-8.0,21.0,1023.0,16.0,5.0,0.00,0.0,,,,,,,,,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,7,27,7,1420,1536,XE,0.0,-3.0,COS,SAN,0,24.0,7.0,45.0,1010.0,16.0,13.0,0.00,2.0,,,,,,,,,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,1,25,5,2140,2359,F9,10.0,-6.0,LGA,DEN,1,-2.0,-17.0,44.0,1029.0,16.0,24.0,0.00,0.0,1.0,-15.0,42.0,1019.0,,18.0,0.00,1.0,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,1,30,3,1833,2015,XE,68.0,59.0,LEX,IAH,1,-5.0,-14.0,57.0,1027.0,16.0,17.0,T,2.0,7.0,-7.0,54.0,1022.0,16.0,21.0,0.00,5.0,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,4,30,3,600,748,DL,-17.0,-6.0,IAD,ATL,0,10.0,2.0,64.0,1021.0,16.0,7.0,0.00,3.0,15.0,1.0,57.0,1022.0,16.0,7.0,0.00,1.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,11,30,7,1620,1844,NW,185.0,141.0,ORD,DTW,1,-1.0,-6.0,77.0,1015.0,14.0,26.0,0.00,8.0,2.0,-3.0,78.0,1007.0,8.0,13.0,13.46,8.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,4,16,3,1905,2037,NW,-10.0,-5.0,MSP,MCI,0,14.0,2.0,54.0,1014.0,16.0,23.0,0.00,4.0,19.0,2.0,58.0,1011.0,16.0,35.0,0.00,4.0,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
2008,3,13,4,1015,1230,AA,-1.0,-7.0,ORD,PSP,0,7.0,-8.0,47.0,1011.0,16.0,6.0,0.00,0.0,23.0,2.0,32.0,1012.0,16.0,10.0,0.00,1.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2008,12,20,6,2144,2318,US,-2.0,12.0,LAS,SFO,0,4.0,-3.0,71.0,1025.0,15.0,4.0,0.00,2.0,6.0,0.0,71.0,1030.0,16.0,4.0,0.00,3.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,9,8,1,1130,1921,B6,-24.0,-3.0,PHX,JFK,0,34.0,9.0,27.0,1008.0,16.0,11.0,T,5.0,23.0,8.0,54.0,1022.0,16.0,15.0,0.00,1.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,6,19,4,1135,1657,F9,-2.0,-6.0,DEN,DCA,0,21.0,3.0,45.0,1023.0,11.0,16.0,0.00,4.0,20.0,9.0,58.0,1015.0,16.0,10.0,0.00,5.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
